1000    1.70867e-05    2.28459e-05       -23.0302
2000    4.27882e-05    1.62532e-05        -34.473
3000    0.000123432    2.57837e-05       -803.048
4000     7.2157e-05   -0.000106762        739.648
5000    1.04165e-05   -1.30437e-05       -69.6411
6000   -2.42294e-05    3.10797e-05        -198.22
7000    2.29619e-05   -1.38377e-05       -85.7519
8000    1.17817e-05    4.46114e-05       -1186.38
9000   -1.34071e-05   -4.84178e-07       -208.384
10000   -3.53783e-05   -6.11698e-05        -51.178
11000   -4.96097e-05    3.20157e-05       -1333.72
12000   -4.89339e-05    0.000159382        -803.92
13000   -5.44462e-05     0.00016663        612.563
14000   -5.45886e-05   -0.000181907        1871.57
15000   -4.38988e-05   -7.95424e-05       -2316.85
16000   -5.11148e-05   -2.72504e-05       -914.241
17000   -4.97423e-05   -0.000196911        6.14871
18000   -5.15722e-05   -0.000201923       -1674.29
19000   -2.25533e-05    0.000160981       -138.831
20000   -8.87274e-06    0.000577589        9.78771
21000    1.57322e-05   -0.000146517       -217.238
22000   -3.02323e-08   -0.000193568       -922.707
23000   -2.73789e-05    0.000178029        -218.62
24000   -4.01586e-05    0.000308823       -285.926
25000   -1.01793e-05    0.000203168       -1217.63
26000     2.3281e-05    0.000457624        387.358
27000    4.98009e-05     0.00073972       -543.075
28000    3.91987e-05   -2.96245e-06        60.8993
29000    1.54927e-05   -0.000888427       -366.803
30000   -1.31685e-05   -0.000918862       -185.202
31000   -4.98634e-05   -0.000185455       -1902.91
32000   -6.79594e-05   -0.000193312        274.471
33000    -5.1448e-05   -0.000687653       -600.327
34000   -3.81622e-05    6.52819e-05       -1381.66
35000   -4.40573e-05    0.000799344       -652.191
36000   -3.88611e-05   -0.000148488        85.0991
37000    2.29137e-05    -0.00114728       -313.124
38000    0.000252867    0.000721949       -132.607
39000   -9.87017e-05     0.00379346         1798.5
40000   -0.000107458      0.0015396        1457.76
41000   -7.35444e-05    -0.00114153       -586.801
42000   -0.000100229   -0.000539857        95.4263
43000   -4.35891e-05   -0.000322266        -1185.6
44000   -7.59938e-05    -0.00626255       -915.333
45000   -7.00982e-05    -0.00622158       -1277.98
46000   -7.71104e-05     0.00337849        1319.74
47000   -7.71421e-05     0.00467045       -1020.41
48000   -7.18158e-05    -0.00446645       -29.9566
49000   -4.06932e-05     -0.0019026       -285.009
50000   -4.05541e-05     0.00981603       -311.508
