epsilon_in(e),epsilon_out(E),nanoparticle_charge(V),counterion_valency(v),total_gridpoints(g),cpmd_fake_mass(M),fake_temperature(k),R,R_v,FD,Good(1)/Bad(0),Time
160,150,-60,1,132,30,0.0025,0.00125911,0.13587,-0.122776,1,44m10.749s
2,30,-100,2,752,30,0.015,0.0444711,1.0934,-0.123263,0,61m9.153s
2,78.5,-100,3,752,36,0.005,0.0418309,0.451744,-0.123489,0,57m35.601s
2,30,-20,2,132,1,0.0025,0.00349694,0.116297,-0.12349,1,45m20.619s
2,78.5,-100,3,752,50,0.005,0.0141645,0.278345,-0.123593,0,58m26.823s
2,78.5,-100,1,132,50,0.025,0.00821503,0.436317,-0.12363,0,14m51.763s
160,78.5,-60,1,752,100,0.001,0.00234357,0.119337,-0.124177,1,63m30.045s
2,30,-60,1,132,3,0.025,0.00382503,0.11995,-0.124353,1,14m5.268s
160,30,-20,2,752,36,0.001,0.0365893,1.60679,-0.124923,0,53m36.803s
2,78.5,-20,3,132,36,0.001,0.000820929,0.111647,-0.125545,1,9m46.735s
2,30,-60,2,752,18,0.005,0.0132775,0.631031,-0.126043,0,59m31.846s
160,30,-100,3,752,50,0.025,4329.88,41178.7,-0.126426,0,58m21.020s
2,30,-100,3,752,18,0.015,0.0593839,1.55771,-0.126608,0,57m35.238s
160,78.5,-100,2,132,18,0.025,0.00771334,0.140471,-0.126667,1,11m26.564s
160,150,-60,3,132,100,0.005,0.00229105,0.058136,-0.126952,1,38m42.212s
160,30,-20,2,752,50,0.001,0.195508,5.05115,-0.127236,0,53m35.649s
160,78.5,-60,1,132,6,0.005,0.00450993,0.422242,-0.127644,0,12m41.152s
2,78.5,-100,3,752,30,0.005,0.0329339,0.371461,-0.12786,0,57m45.914s
2,78.5,-100,3,752,18,0.005,0.0255798,0.327682,-0.128156,0,57m48.078s
2,78.5,-100,1,132,30,0.025,0.00469393,0.181887,-0.128526,0,14m53.876s
2,30,-60,1,132,6,0.025,0.00422696,0.15323,-0.129076,0,14m7.072s
2,78.5,-60,1,132,1,0.005,0.00421695,0.328551,-0.129117,0,12m52.597s
2,30,-100,1,1692,6,0.005,0.0142174,0.237341,-0.129516,0,301m7.561s
160,30,-20,1,132,50,0.0025,0.0141105,0.93538,-0.129772,0,10m10.816s
2,30,-100,2,132,18,0.1,0.265921,2.51308,-0.129927,0,11m35.440s
2,30,-60,2,1692,100,0.0025,0.0481565,4.06727,-0.130092,0,264m9.591s
160,150,-60,1,132,18,0.0025,0.00249039,0.343127,-0.130668,0,46m37.331s
2,78.5,-100,3,132,3,0.025,0.012598,0.166049,-0.131127,0,10m28.186s
160,78.5,-100,1,132,100,0.025,0.0027192,0.124308,-0.131569,1,16m8.788s
2,78.5,-100,1,132,36,0.025,0.00614877,0.375919,-0.131681,0,14m53.389s
160,78.5,-100,3,752,50,0.005,0.010946,0.274218,-0.132084,0,57m21.451s
2,78.5,-20,3,132,100,0.001,0.00104241,0.177416,-0.132467,0,9m34.219s
160,30,-60,1,752,50,0.005,0.0257841,0.714442,-0.132513,0,64m14.862s
2,30,-100,3,752,100,0.025,0.0947923,1.42129,-0.132675,0,57m52.518s
160,30,-20,2,752,18,0.001,0.0575797,1.94596,-0.133498,0,53m31.193s
2,30,-60,1,752,50,0.005,0.00570878,0.42607,-0.13361,0,66m33.176s
2,30,-60,2,1692,50,0.0025,0.0121652,0.998897,-0.133909,0,263m2.768s
160,78.5,-60,1,752,36,0.001,0.00685632,0.54608,-0.134109,0,63m18.806s
2,78.5,-100,2,752,36,0.005,0.0258209,0.321594,-0.134299,0,62m42.976s
160,78.5,-60,3,132,3,0.0025,0.0669922,6.13045,-0.134313,0,10m8.097s
2,30,-100,2,752,18,0.015,0.0382315,0.871795,-0.13469,0,61m4.073s
2,30,-60,2,752,6,0.005,0.0359533,0.311321,-0.134765,0,59m29.225s
160,30,-100,3,752,30,0.025,218.029,2099.85,-0.134935,0,59m42.262s
2,78.5,-100,1,132,18,0.025,0.00249235,0.112779,-0.135545,1,14m45.680s
2,150,-60,2,132,6,0.0025,0.00402502,0.495329,-0.135751,0,10m11.463s
2,30,-60,3,132,50,0.05,0.0662828,0.819877,-0.135814,0,11m14.846s
2,30,-100,1,752,50,0.015,0.0218218,0.859837,-0.135882,0,75m18.748s
2,150,-60,1,132,6,0.0025,0.00278277,0.483522,-0.13589,0,12m24.372s
2,30,-100,2,132,30,0.1,0.0946363,1.16602,-0.13687,0,11m46.016s
2,30,-100,1,752,100,0.015,0.0240565,0.964435,-0.137395,0,75m12.276s
2,30,-60,3,1692,50,0.0025,0.0200263,1.36553,-0.137621,0,258m56.980s
160,150,-100,2,1692,100,0.001,0.00576679,0.110143,-0.137665,1,303m25.075s
2,30,-60,3,752,6,0.005,0.0394496,0.305119,-0.137816,0,57m40.751s
2,30,-60,3,132,1,0.025,0.0223277,0.140983,-0.137981,1,10m39.059s
160,78.5,-60,3,132,100,0.015,0.0106675,0.316281,-0.138245,0,10m22.113s
2,150,-60,3,132,36,0.005,0.00219885,0.210299,-0.138685,0,9m55.873s
2,30,-60,1,752,36,0.005,0.00514996,0.511302,-0.139272,0,65m56.713s
2,78.5,-100,1,132,3,0.025,0.00793915,0.115991,-0.139531,1,14m46.207s
2,78.5,-60,3,132,100,0.015,0.0101317,0.377965,-0.139645,0,13m17.904s
160,150,-100,3,132,36,0.015,0.019871,0.180292,-0.139906,0,47m55.273s
2,78.5,-20,3,132,50,0.001,0.00100173,0.0998055,-0.140039,1,10m23.895s
160,78.5,-100,2,752,100,0.005,0.0110109,0.218312,-0.14025,0,61m18.796s
2,30,-60,3,752,1,0.005,0.0279298,0.172941,-0.140322,0,56m51.063s
160,30,-100,2,752,18,0.015,0.196751,1.52956,-0.140962,0,64m21.764s
2,30,-100,1,132,50,0.1,0.121001,2.01789,-0.140975,0,15m10.852s
160,150,-100,3,132,6,0.001,0.0478523,9.16456,-0.141076,0,41m12.630s
160,30,-20,2,752,100,0.001,0.077854,3.70913,-0.141522,0,53m17.111s
160,78.5,-100,1,132,50,0.025,0.00333144,0.106424,-0.141607,1,15m48.276s
2,30,-60,3,1692,36,0.0025,0.0169041,1.32371,-0.14167,0,259m11.683s
160,30,-60,1,752,36,0.005,0.030446,0.774621,-0.142179,0,64m30.505s
2,78.5,-100,2,752,50,0.005,0.0138884,0.313074,-0.142436,0,67m2.323s
2,78.5,-100,2,752,30,0.005,0.022995,0.269278,-0.142722,0,61m45.768s
2,30,-60,1,752,30,0.005,0.00607174,0.524675,-0.14324,0,66m17.141s
160,150,-60,1,132,36,0.0025,0.002651,0.228112,-0.143248,0,43m27.954s
2,78.5,-60,3,752,18,0.0025,0.00994875,0.108362,-0.143374,1,55m7.242s
2,78.5,-100,2,752,18,0.005,0.0180505,0.276,-0.143415,0,62m11.479s
2,30,-20,2,132,1,0.005,0.00693433,0.106111,-0.143521,1,44m8.002s
2,150,-60,3,132,30,0.005,0.00246226,0.0976989,-0.143595,1,9m41.962s
2,78.5,-100,2,752,6,0.0025,0.0700811,1.45113,-0.143833,0,61m22.181s
2,30,-60,2,1692,36,0.0025,0.0209088,2.09905,-0.144093,0,263m58.128s
2,30,-60,2,132,1,0.025,0.015027,0.141789,-0.144116,1,12m59.371s
2,78.5,-100,2,132,6,0.025,0.0118347,0.157007,-0.144217,0,12m2.374s
2,30,-100,2,132,36,0.1,0.162099,1.7716,-0.144246,0,11m42.924s
2,30,-100,1,132,100,0.1,0.0767506,1.29141,-0.14472,0,14m52.171s
2,30,-20,3,132,50,0.005,0.00539187,0.243438,-0.144842,0,36m18.086s
160,30,-100,1,752,50,0.015,0.0581194,0.946946,-0.145741,0,78m39.843s
2,30,-60,3,1692,30,0.0025,0.014333,1.30969,-0.145786,0,257m47.865s
2,78.5,-100,2,132,1,0.025,0.0153352,0.322194,-0.145842,0,13m5.049s
160,150,-100,3,132,30,0.015,0.0107148,0.123301,-0.146316,1,41m42.777s
160,78.5,-100,2,132,6,0.025,0.0275289,0.431563,-0.146888,0,11m28.326s
2,30,-100,3,752,6,0.015,0.0356776,0.397721,-0.147071,0,57m58.608s
2,78.5,-20,3,132,30,0.001,0.0010266,0.070073,-0.147166,1,10m2.989s
2,30,-100,1,132,36,0.1,0.109207,1.83801,-0.147326,0,15m42.799s
2,78.5,-100,3,752,6,0.0025,0.122952,1.40577,-0.147714,0,57m44.652s
160,78.5,-100,2,752,50,0.005,0.00818447,0.170748,-0.147933,0,62m21.845s
2,30,-100,2,132,50,0.1,0.115566,1.21777,-0.14849,0,11m45.198s
2,78.5,-100,2,1692,100,0.0025,0.00712654,0.500028,-0.148646,0,269m51.984s
160,78.5,-60,3,1692,100,0.001,0.0100015,0.192439,-0.148831,0,259m9.973s
2,30,-100,1,752,36,0.015,0.0187255,0.809366,-0.148832,0,75m36.662s
160,150,-60,3,132,50,0.005,0.00486082,0.126524,-0.148925,1,38m34.282s
2,30,-100,3,132,100,0.1,0.11343,0.995859,-0.148949,0,11m4.249s
2,78.5,-100,3,1692,36,0.0025,0.0361857,0.385728,-0.149353,0,262m21.677s
2,30,-20,1,132,18,0.0025,0.000578362,0.148535,-0.149628,1,45m48.350s
160,30,-60,2,1692,50,0.005,0.0895809,1.065,-0.149791,0,270m45.881s
160,150,-100,3,752,100,0.0025,0.0227693,0.367309,-0.149796,0,96m54.398s
2,30,-60,2,1692,30,0.0025,0.0117677,0.925801,-0.150083,0,263m31.489s
2,30,-60,1,752,18,0.005,0.00506972,0.418094,-0.150275,0,66m9.490s
2,30,-60,1,1692,100,0.0025,0.0161951,1.05118,-0.150348,0,279m36.453s
2,30,-100,1,752,30,0.015,0.0152764,0.669172,-0.150421,0,74m44.729s
2,78.5,-60,2,752,18,0.0025,0.00626379,0.0987689,-0.15056,1,62m38.260s
2,30,-60,1,132,1,0.025,0.00893258,0.118145,-0.150722,1,14m24.170s
2,30,-20,1,132,30,0.0025,0.00139553,0.366487,-0.151184,0,42m37.214s
2,30,-60,3,1692,18,0.0025,0.0189068,0.608795,-0.151201,0,259m19.648s
160,78.5,-60,3,752,100,0.0025,0.015518,0.330939,-0.151514,0,58m0.208s
160,150,-100,1,132,6,0.001,0.0314455,9.21304,-0.151655,0,40m40.815s
160,150,-60,3,132,30,0.005,0.00322441,0.116421,-0.15176,1,38m45.098s
160,78.5,-100,1,132,30,0.025,0.010308,0.160893,-0.15176,0,16m15.592s
160,150,-100,2,132,100,0.015,0.00414281,0.0585414,-0.151861,1,36m23.974s
160,30,-100,3,752,36,0.025,43638.2,11436.5,-0.152198,0,60m32.341s
160,30,-100,1,752,30,0.015,0.0617497,1.04914,-0.152324,0,76m20.634s
2,30,-100,2,132,100,0.1,0.113661,1.16609,-0.152361,0,11m56.440s
2,78.5,-100,3,132,1,0.025,0.0236283,0.362994,-0.152926,0,10m34.471s
160,78.5,-100,3,132,30,0.025,3.08E+06,2.00E+07,-0.152933,0,10m44.313s
160,30,-60,1,132,36,0.025,111.203,1243.54,-0.153147,0,12m54.113s
160,30,-60,1,752,30,0.005,0.0347052,0.675046,-0.153396,0,64m38.289s
2,30,-60,2,752,3,0.005,0.0266048,0.191603,-0.153731,0,59m2.518s
160,78.5,-100,3,1692,50,0.001,0.174112,2.12247,-0.15379,0,262m23.574s
160,30,-60,1,132,100,0.025,2980.99,89856.4,-0.153844,0,13m13.327s
160,30,-60,1,1692,100,0.0025,0.0257401,0.843727,-0.153864,0,277m22.483s
2,150,-60,2,132,30,0.005,0.00116457,0.0545405,-0.154088,1,10m31.569s
2,78.5,-20,2,132,100,0.001,0.000630004,0.20423,-0.154204,0,9m21.807s
2,78.5,-60,3,132,36,0.015,0.0107832,0.344271,-0.154375,0,12m21.054s
2,30,-60,2,1692,18,0.0025,0.013227,0.954491,-0.15515,0,263m32.768s
2,30,-100,2,752,6,0.015,0.0278437,0.353166,-0.155704,0,60m59.165s
2,78.5,-100,1,752,100,0.005,0.00292535,0.473775,-0.155992,0,75m3.422s
160,30,-100,1,752,36,0.015,0.0752557,1.057,-0.156087,0,76m55.295s
2,30,-100,1,132,30,0.1,0.0888132,1.45103,-0.156278,0,14m58.232s
2,30,-100,1,752,18,0.015,0.018029,0.775224,-0.156433,0,75m4.717s
2,30,-20,1,132,1,0.0025,0.00234332,0.103252,-0.157064,1,47m10.386s
160,150,-60,3,132,36,0.005,0.00702699,0.177748,-0.157081,0,40m43.553s
2,30,-20,1,132,6,0.0025,0.000598284,0.0701397,-0.157643,1,47m51.044s
160,78.5,-100,3,132,18,0.0025,1.01E+07,532239,-0.157818,0,10m29.367s
2,78.5,-100,1,752,6,0.0025,0.0427001,1.30165,-0.157848,0,74m56.878s
2,30,-100,3,132,6,0.1,0.235777,2.07046,-0.158116,0,10m30.349s
160,78.5,-100,2,752,18,0.0025,0.0562644,1.96648,-0.158407,0,62m12.412s
2,150,-60,3,752,100,0.001,0.00265551,0.178559,-0.158442,0,55m19.963s
160,30,-100,1,1692,30,0.005,0.13818,0.930743,-0.158589,0,302m57.253s
2,78.5,-60,3,1692,30,0.001,0.0245654,0.292672,-0.159137,0,256m46.576s
2,78.5,-100,3,1692,50,0.0025,0.0463339,0.433363,-0.159273,0,262m44.468s
160,78.5,-20,2,132,18,0.001,0.00071452,0.114892,-0.159339,1,9m52.039s
2,30,-20,3,132,36,0.005,0.00296277,0.116235,-0.159855,1,35m54.958s
2,30,-60,3,132,30,0.05,0.0782272,1.05078,-0.159947,0,11m4.634s
2,30,-60,3,132,36,0.05,0.066092,0.908179,-0.161398,0,10m57.239s
160,78.5,-60,2,132,100,0.015,0.00570717,0.222347,-0.161726,0,10m46.934s
2,30,-60,2,752,1,0.005,0.0272568,0.212386,-0.161747,0,60m4.334s
160,30,-60,3,752,50,0.015,0.431945,4.51639,-0.161752,0,58m40.554s
160,78.5,-100,3,752,18,0.0025,0.153012,4.06264,-0.162045,0,57m59.766s
2,30,-100,3,752,3,0.015,0.127724,0.593599,-0.162055,0,58m45.049s
2,78.5,-100,3,132,100,0.05,0.0486071,0.978789,-0.162157,0,10m31.149s
2,78.5,-60,3,132,50,0.015,0.00860972,0.257512,-0.162206,0,12m40.170s
160,78.5,-60,3,132,18,0.015,0.00895421,0.220991,-0.162575,0,10m18.964s
160,78.5,-60,3,132,50,0.015,0.0100696,0.237436,-0.162614,0,10m46.371s
160,78.5,-20,2,132,50,0.001,0.0004441,0.0798152,-0.162616,1,9m33.006s
160,78.5,-100,1,132,18,0.025,0.00658468,0.111145,-0.162675,1,15m12.660s
2,30,-60,1,1692,50,0.0025,0.00582644,0.66685,-0.163213,0,280m2.658s
160,30,-20,1,132,100,0.005,0.00525088,0.479338,-0.163245,0,10m9.102s
2,30,-100,1,752,6,0.015,0.0134368,0.216907,-0.163351,0,74m49.099s
2,78.5,-100,1,752,50,0.005,0.00350329,0.264035,-0.163803,0,74m58.352s
2,30,-100,3,1692,3,0.005,0.21043,0.668791,-0.164026,0,262m25.201s
2,78.5,-60,3,752,36,0.0025,0.0275576,0.242866,-0.164388,0,55m37.480s
2,30,-60,2,132,36,0.05,0.0516636,0.828712,-0.164453,0,13m40.206s
2,78.5,-100,2,132,3,0.025,0.0121804,0.130983,-0.164586,1,13m3.735s
160,78.5,-20,2,132,36,0.001,0.000831487,0.0878907,-0.164624,1,9m16.571s
2,78.5,-60,3,752,6,0.001,0.0547348,1.44213,-0.164759,0,54m58.047s
2,150,-60,1,132,3,0.0025,0.00445757,0.556743,-0.165072,0,12m44.046s
2,78.5,-100,3,1692,30,0.0025,0.0322535,0.411845,-0.165794,0,262m16.423s
2,78.5,-60,3,752,50,0.0025,0.0129663,0.197354,-0.165964,0,55m38.396s
160,78.5,-100,1,132,36,0.025,0.00644421,0.122158,-0.165979,1,16m0.723s
2,78.5,-60,2,132,100,0.015,0.00854093,0.406636,-0.166138,0,13m10.316s
2,150,-60,2,132,36,0.005,0.001473,0.11967,-0.166271,1,10m24.857s
2,30,-20,1,132,3,0.0025,0.00100385,0.128655,-0.166333,1,40m47.046s
2,30,-100,2,132,3,0.1,0.113462,1.20998,-0.166345,0,11m43.443s
2,78.5,-20,2,132,3,0.001,0.00145444,0.110798,-0.166397,1,9m10.200s
2,78.5,-60,3,752,100,0.0025,0.00869972,0.633076,-0.166405,0,55m12.315s
160,78.5,-60,1,752,30,0.001,0.00963176,0.590741,-0.166596,0,63m53.179s
2,30,-60,1,752,6,0.005,0.0217585,0.267173,-0.166691,0,65m41.661s
2,30,-100,2,752,3,0.015,0.111042,0.52613,-0.166693,0,60m55.506s
2,78.5,-60,3,132,30,0.015,0.00826609,0.220885,-0.16683,0,12m35.078s
2,30,-100,3,132,3,0.1,0.172861,1.6055,-0.166905,0,10m37.004s
160,150,-60,3,132,18,0.005,0.00907849,0.362972,-0.167366,0,38m30.943s
160,150,-100,3,132,50,0.015,0.0110666,0.123196,-0.167922,1,43m13.118s
2,150,-60,2,132,100,0.005,0.00158267,0.0724259,-0.168269,1,10m36.273s
2,30,-100,1,132,18,0.1,0.143059,2.10096,-0.168491,0,15m8.904s
2,78.5,-20,3,132,3,0.001,0.00175763,0.114885,-0.168934,1,10m16.806s
160,78.5,-60,3,752,50,0.0025,0.00914054,0.195302,-0.169141,0,58m24.666s
160,78.5,-60,2,752,30,0.001,0.0098601,0.905381,-0.169272,0,57m50.531s
2,30,-60,1,1692,30,0.0025,0.00588707,0.668477,-0.169358,0,280m24.874s
2,78.5,-100,1,752,30,0.005,0.00382724,0.162004,-0.169602,0,74m37.061s
2,30,-60,3,1692,6,0.0025,0.0427572,0.348164,-0.170851,0,257m43.190s
2,30,-60,1,1692,36,0.0025,0.00708659,0.906109,-0.171296,0,279m59.932s
160,30,-100,2,752,50,0.025,0.368707,4.74505,-0.171536,0,64m18.041s
2,30,-100,3,132,1,0.1,0.123328,0.539822,-0.171666,0,10m38.703s
160,78.5,-100,3,1692,100,0.0025,0.0231949,0.34262,-0.172016,0,262m45.466s
160,30,-60,1,132,18,0.015,609606,347015,-0.172122,0,17m35.354s
160,78.5,-100,2,1692,50,0.001,0.123291,2.04643,-0.172221,0,270m34.389s
2,78.5,-100,2,1692,36,0.0025,0.0340617,0.399505,-0.17274,0,269m48.729s
160,30,-60,1,132,18,0.025,103.978,2409.43,-0.172911,0,17m25.361s
2,30,-60,1,1692,18,0.0025,0.00466232,0.414948,-0.173099,0,279m12.261s
160,78.5,-100,3,752,30,0.005,0.0560621,0.585571,-0.173126,0,58m10.442s
2,30,-20,2,132,50,0.005,0.00310175,0.208714,-0.173156,0,37m17.637s
160,78.5,-60,2,132,3,0.0025,0.0524289,6.70998,-0.173618,0,10m35.235s
2,78.5,-100,3,1692,18,0.0025,0.0303216,0.372437,-0.17402,0,262m11.154s
2,78.5,-20,2,132,50,0.001,0.000421922,0.0774261,-0.174318,1,10m5.382s
2,78.5,-60,3,1692,50,0.001,0.0126817,0.248335,-0.174536,0,263m40.103s
2,150,-60,2,132,50,0.005,0.00129351,0.0667183,-0.174579,1,10m54.229s
2,30,-60,2,1692,6,0.0025,0.0384088,0.370655,-0.175071,0,263m53.102s
160,78.5,-20,2,132,30,0.001,0.0010119,0.104608,-0.175385,1,9m47.893s
2,30,-100,2,132,6,0.1,0.168882,2.30554,-0.1754,0,11m54.355s
2,30,-20,2,132,100,0.005,0.00223266,0.157586,-0.17543,0,41m8.996s
160,78.5,-100,2,752,36,0.005,0.0308777,0.483881,-0.175553,0,61m7.706s
160,30,-60,2,1692,100,0.005,0.25959,3.05311,-0.175727,0,271m48.996s
2,78.5,-20,3,132,6,0.001,0.00191129,0.129181,-0.175844,1,9m48.803s
160,150,-100,2,132,30,0.015,0.00966097,0.129302,-0.176097,1,40m56.766s
160,30,-20,2,132,6,0.05,0.0403664,0.159936,-0.176255,0,9m46.349s
160,150,-60,2,132,100,0.005,0.00211169,0.0670425,-0.176575,1,40m26.854s
2,78.5,-60,2,1692,100,0.001,0.00320503,0.621013,-0.176811,0,271m13.457s
2,78.5,-100,1,752,18,0.005,0.0102445,0.161232,-0.177378,0,74m38.522s
160,150,-60,2,132,50,0.005,0.00406792,0.119897,-0.177399,1,40m29.917s
160,78.5,-100,3,752,36,0.005,0.0486014,0.706004,-0.177604,0,58m6.222s
160,78.5,-100,1,752,18,0.0025,0.0285169,0.857119,-0.177938,0,74m48.139s
160,78.5,-100,1,132,6,0.025,0.0166122,0.402971,-0.178068,0,14m56.459s
160,78.5,-100,2,1692,100,0.0025,0.0278904,0.343445,-0.178787,0,270m1.004s
2,150,-60,2,132,18,0.005,0.0042441,0.138468,-0.179058,1,10m49.855s
2,78.5,-100,2,1692,30,0.0025,0.0284549,0.323559,-0.179866,0,270m27.373s
160,30,-60,1,752,18,0.005,0.0335854,0.812887,-0.180228,0,63m55.873s
160,150,-100,2,132,50,0.015,0.00816824,0.120118,-0.181261,1,38m24.309s
160,150,-100,1,752,50,0.001,0.0211191,1.51628,-0.181514,0,110m48.001s
2,30,-100,3,752,50,0.025,0.192379,2.37251,-0.181856,0,57m48.164s
160,150,-100,2,132,36,0.015,0.0152628,0.175127,-0.182003,0,36m58.610s
2,30,-60,2,132,30,0.05,0.0338942,0.558739,-0.182446,0,12m50.220s
160,30,-60,2,752,100,0.015,0.165694,2.27966,-0.182549,0,59m13.922s
2,78.5,-100,1,132,1,0.025,0.0174917,0.329619,-0.182615,0,14m56.686s
2,78.5,-100,1,1692,100,0.0025,0.00266268,0.490338,-0.182669,0,306m7.593s
2,78.5,-100,2,1692,50,0.0025,0.0362479,0.436664,-0.183092,0,271m10.669s
2,78.5,-100,1,132,6,0.025,0.00757005,0.116774,-0.183513,1,15m8.888s
2,150,-60,3,132,6,0.005,0.00880339,0.420699,-0.184095,0,10m0.638s
2,30,-60,2,132,50,0.05,0.0403843,0.68528,-0.184308,0,13m5.360s
2,78.5,-20,2,132,36,0.001,0.000356873,0.104748,-0.184519,1,9m48.323s
2,30,-100,2,132,1,0.1,0.0391316,0.23367,-0.184574,0,11m56.879s
160,30,-100,1,752,18,0.015,0.0631376,1.05281,-0.184816,0,74m57.129s
2,30,-60,1,132,100,0.05,0.0194657,0.401231,-0.184817,0,14m25.876s
160,150,-100,3,132,18,0.015,0.0224245,0.384731,-0.185609,0,44m9.340s
2,78.5,-60,2,132,50,0.015,0.00791007,0.287654,-0.185841,0,12m51.192s
160,78.5,-60,3,132,36,0.015,0.00938744,0.17802,-0.186128,0,10m52.410s
160,30,-100,3,752,18,0.025,239025,2.23E+06,-0.186155,0,59m52.384s
2,30,-20,3,132,30,0.005,0.00305663,0.173948,-0.186648,0,40m34.140s
2,78.5,-100,3,132,50,0.05,0.0568898,1.18945,-0.186847,0,10m38.537s
160,30,-60,3,752,30,0.015,0.264639,3.11765,-0.186847,0,59m23.980s
2,30,-60,2,132,1,0.05,0.0560415,0.217692,-0.187531,0,12m44.872s
2,30,-100,1,1692,3,0.005,0.0899456,0.608337,-0.187598,0,305m29.424s
2,78.5,-60,2,752,6,0.001,0.0517043,1.46367,-0.187716,0,62m27.043s
2,78.5,-100,1,752,36,0.005,0.0120032,0.194394,-0.188209,0,74m49.451s
2,78.5,-60,2,752,100,0.0025,0.00416634,0.433302,-0.188241,0,62m46.560s
2,30,-100,1,132,3,0.1,0.059505,0.844974,-0.188281,0,15m39.492s
160,150,-60,2,132,30,0.005,0.00330296,0.12069,-0.188436,1,42m5.943s
160,150,-100,2,132,18,0.015,0.0156766,0.360666,-0.188961,0,38m32.872s
2,30,-60,1,1692,6,0.0025,0.0209864,0.296435,-0.189088,0,279m29.743s
2,78.5,-100,2,132,100,0.05,0.0460685,0.971396,-0.189143,0,11m50.539s
2,78.5,-20,2,132,18,0.001,0.000541491,0.0529915,-0.189182,1,9m33.277s
160,30,-100,2,752,36,0.025,0.261155,1.84416,-0.189269,0,64m0.435s
2,30,-100,1,132,6,0.1,0.125672,1.91305,-0.189553,0,14m57.694s
160,150,-100,3,132,100,0.015,0.00582665,0.0680141,-0.189865,1,42m11.379s
160,78.5,-100,1,752,100,0.005,0.0122284,0.175194,-0.18997,0,74m26.984s
160,78.5,-60,2,132,18,0.015,0.00575787,0.12921,-0.190073,1,10m37.907s
2,78.5,-100,1,1692,50,0.0025,0.00409233,0.20395,-0.190182,0,306m9.828s
2,78.5,-100,1,1692,30,0.0025,0.0134336,0.253822,-0.190319,0,306m55.718s
2,78.5,-100,3,132,30,0.05,0.0627117,0.973173,-0.190906,0,10m31.267s
2,78.5,-60,2,132,36,0.015,0.00683943,0.308205,-0.1912,0,13m32.665s
160,78.5,-60,3,132,30,0.015,0.0144067,0.230216,-0.191829,0,10m30.799s
2,78.5,-20,3,132,18,0.001,0.000721712,0.0816161,-0.192119,1,9m27.913s
160,30,-20,1,752,100,0.001,0.0130724,0.51974,-0.192121,0,55m28.352s
2,150,-60,3,752,30,0.001,0.00359612,0.127295,-0.192806,1,55m18.390s
160,30,-20,1,132,3,0.0025,0.00757838,0.60331,-0.192808,0,10m11.795s
2,78.5,-60,3,132,18,0.015,0.00622059,0.181874,-0.193133,0,12m50.536s
2,78.5,-100,3,132,36,0.05,0.0647332,1.2038,-0.193203,0,10m51.084s
2,78.5,-60,3,1692,18,0.001,0.0176502,0.189657,-0.193698,0,255m59.357s
160,30,-20,3,752,100,0.005,1.44501,8.98898,-0.194977,0,52m24.812s
2,150,-60,2,132,3,0.005,0.0165193,0.663874,-0.195413,0,10m33.484s
2,78.5,-100,1,1692,18,0.0025,0.00854681,0.193783,-0.196112,0,305m31.396s
160,30,-60,1,132,50,0.025,4874.29,20419.7,-0.196769,0,13m4.838s
2,78.5,-20,1,132,3,0.001,0.00111461,0.126112,-0.196957,1,9m54.378s
2,78.5,-60,2,752,30,0.0025,0.0183838,0.194458,-0.197631,0,62m52.444s
2,30,-60,3,132,18,0.05,0.0696715,1.05226,-0.197923,0,10m54.964s
160,78.5,-100,3,1692,36,0.0025,0.0848834,0.529905,-0.198973,0,263m0.075s
160,150,-60,3,752,100,0.001,0.0110356,0.340242,-0.199039,0,85m29.521s
2,30,-20,2,132,36,0.005,0.00221408,0.151097,-0.199822,0,38m13.020s
2,78.5,-20,2,132,30,0.001,0.000481732,0.0445612,-0.200081,1,9m38.173s
2,30,-100,1,752,1,0.015,0.0449557,0.369043,-0.200619,0,75m13.207s
160,30,-100,2,752,30,0.025,0.240512,2.00606,-0.200717,0,63m57.646s
2,30,-20,1,132,1,0.005,0.00380913,0.0982591,-0.201158,1,47m34.490s
160,78.5,-60,2,752,100,0.0025,0.00677446,0.153476,-0.201424,0,57m40.470s
2,150,-60,2,752,100,0.001,0.0016107,0.0941697,-0.201476,1,57m36.076s
2,30,-20,2,132,30,0.005,0.00196184,0.166578,-0.201697,0,36m54.786s
2,30,-60,1,752,1,0.005,0.0199671,0.272404,-0.201879,0,66m13.689s
160,150,-60,2,132,36,0.005,0.00659278,0.178287,-0.201954,0,38m22.203s
2,30,-100,2,1692,3,0.005,0.119843,0.657678,-0.202486,0,272m48.654s
2,30,-100,1,132,1,0.1,0.0289819,0.160702,-0.202712,0,15m13.889s
2,78.5,-60,2,132,18,0.015,0.00300781,0.0998047,-0.203085,1,13m12.190s
2,30,-100,3,752,1,0.015,0.133895,0.402696,-0.203429,0,57m48.611s
2,30,-100,2,752,1,0.015,0.109522,0.413173,-0.203508,0,61m49.867s
2,30,-60,1,752,3,0.005,0.0183472,0.217215,-0.203732,0,66m38.390s
2,30,-60,2,132,100,0.05,0.0265364,0.489837,-0.204049,0,12m59.865s
2,78.5,-60,2,1692,50,0.001,0.0106626,0.211671,-0.204707,0,270m51.695s
2,30,-100,2,752,50,0.025,0.140947,2.33029,-0.20553,0,61m18.015s
2,30,-100,3,752,36,0.025,0.117871,1.72137,-0.205714,0,57m36.576s
