epsilon_in(e),epsilon_out(E),nanoparticle_charge(V),counterion_valency(v),total_gridpoints(g),cpmd_fake_mass(M),fake_temperature(k),R,R_v,FD,Good(1)/Bad(0),Time
160,30,-100,2,1692,30,0.015,0.337671,0.775826,-0.451834,0,272m59.492s
160,78.5,-60,2,132,6,0.025,0.0370761,0.487016,-0.452543,0,10m57.278s
2,30,-100,3,752,30,0.05,0.743057,5.8061,-0.453357,0,58m11.671s
2,78.5,-60,2,752,30,0.005,0.0496548,0.275037,-0.454583,0,62m30.679s
160,150,-60,3,132,50,0.015,0.0144368,0.117727,-0.455329,1,40m34.059s
160,30,-60,3,752,36,0.025,0.350713,3.71107,-0.455466,0,58m55.842s
160,78.5,-100,2,752,50,0.015,0.0386133,0.238145,-0.456284,0,62m1.408s
160,78.5,-20,2,132,30,0.0025,0.00217869,0.0981209,-0.456594,1,9m12.934s
160,150,-60,3,132,30,0.015,0.0105192,0.118377,-0.456892,1,40m14.748s
2,150,-60,3,752,30,0.0025,0.00809424,0.120414,-0.457155,1,55m12.480s
160,78.5,-20,3,132,30,0.005,0.00562931,0.112597,-0.457205,1,11m32.355s
160,30,-60,2,752,100,0.025,0.378154,3.94652,-0.457485,0,59m11.313s
2,30,-60,1,752,36,0.015,0.0156682,0.548174,-0.457726,0,66m1.709s
2,78.5,-100,3,132,6,0.1,0.0666908,0.263713,-0.457768,0,10m37.919s
2,78.5,-60,2,132,3,0.025,0.0174082,0.104519,-0.458241,1,13m10.290s
2,78.5,-60,2,752,18,0.005,0.0238008,0.169561,-0.458376,0,62m54.093s
160,30,-100,2,752,30,0.05,0.513952,2.08532,-0.458877,0,64m9.272s
160,30,-100,2,752,36,0.05,0.529845,2.84109,-0.459153,0,64m10.450s
2,30,-60,1,752,6,0.015,0.0369662,0.347177,-0.459543,0,66m14.087s
160,150,-60,2,752,50,0.001,0.045904,1.60323,-0.461121,0,83m39.454s
2,78.5,-60,1,132,50,0.025,0.00141809,0.047774,-0.461303,1,13m23.330s
2,78.5,-100,3,132,18,0.1,0.131058,0.915264,-0.46137,0,10m40.607s
160,78.5,-100,2,132,100,0.1,0.13389,1.27189,-0.462702,0,11m41.041s
160,150,-100,3,132,100,0.05,0.0506919,0.249602,-0.463168,0,40m33.145s
2,30,-60,1,752,30,0.015,0.0169484,0.651927,-0.463487,0,66m14.162s
2,78.5,-100,2,132,50,0.1,0.184622,2.0558,-0.463939,0,12m18.451s
160,30,-100,1,132,3,0.025,8231.63,970.957,-0.464031,0,15m9.455s
2,78.5,-60,1,132,36,0.025,0.00299322,0.134953,-0.465947,1,12m46.696s
160,78.5,-100,3,132,18,0.05,15322.2,62332.3,-0.466404,0,10m27.350s
2,30,-60,3,132,6,0.1,0.225397,1.4473,-0.466475,0,11m4.982s
2,150,-60,2,752,100,0.0025,0.00461999,0.0819213,-0.466683,1,57m18.823s
2,30,-100,2,752,50,0.05,0.842072,6.52888,-0.467496,0,61m3.596s
2,78.5,-60,2,752,6,0.0025,0.119471,1.4313,-0.468071,0,62m53.148s
160,78.5,-100,2,752,100,0.015,0.0110051,0.136684,-0.468182,1,61m8.263s
2,78.5,-100,2,752,18,0.015,0.0167642,0.227321,-0.468189,0,61m31.463s
2,78.5,-60,1,132,30,0.025,0.00223662,0.0565884,-0.468501,1,13m10.899s
160,30,-60,1,132,3,0.05,177086,130675,-0.468534,0,17m36.787s
160,78.5,-100,1,1692,36,0.005,0.131932,0.528289,-0.469148,0,301m14.796s
2,30,-60,1,752,18,0.015,0.0121583,0.366615,-0.469288,0,66m3.677s
2,78.5,-100,2,132,30,0.1,0.153093,1.51981,-0.469736,0,12m22.640s
2,78.5,-60,2,1692,100,0.0025,0.00839044,0.185108,-0.470313,0,270m36.656s
2,78.5,-60,1,132,18,0.025,0.00311035,0.0796571,-0.470874,1,12m41.028s
2,78.5,-60,3,1692,30,0.0025,0.0393409,0.283431,-0.471268,0,255m55.727s
2,30,-60,2,1692,3,0.005,0.251213,0.6446,-0.471579,0,263m59.965s
2,78.5,-20,2,132,18,0.0025,0.00058246,0.0246257,-0.471881,1,9m15.539s
160,30,-100,2,1692,100,0.025,0.41951,3.31036,-0.472141,0,273m37.943s
160,30,-100,2,1692,50,0.025,0.388991,2.2809,-0.472158,0,273m6.684s
2,30,-100,2,752,36,0.05,0.667982,6.6096,-0.473215,0,61m20.379s
160,78.5,-100,3,132,36,0.1,1152.42,7750.04,-0.473712,0,10m52.487s
2,30,-20,3,132,1,0.005,0.0085749,0.105891,-0.473774,1,42m46.893s
2,30,-100,3,752,36,0.05,0.882442,5.84381,-0.474425,0,57m46.970s
160,78.5,-100,2,132,50,0.1,0.0934003,0.859746,-0.474686,0,11m30.254s
2,150,-60,3,132,36,0.015,0.00293943,0.0864298,-0.476445,1,9m51.341s
160,150,-60,1,132,6,0.001,0.0466721,9.43662,-0.476525,0,45m40.479s
160,30,-20,3,752,50,0.005,0.496824,4.09629,-0.476957,0,52m21.538s
160,78.5,-100,2,1692,50,0.0025,0.346888,2.05452,-0.477297,0,270m45.085s
2,30,-20,3,752,1,0.001,0.0242674,0.539396,-0.479072,0,80m47.351s
160,78.5,-100,3,132,50,0.1,711451,3.96E+06,-0.479935,0,10m28.500s
160,30,-20,3,1692,100,0.0025,1.93839,13.446,-0.480563,0,250m31.783s
160,78.5,-60,3,752,36,0.005,0.0523434,0.611056,-0.481126,0,57m54.161s
2,78.5,-100,2,132,36,0.1,0.165402,2.08133,-0.482059,0,12m15.366s
2,150,-20,1,132,100,0.001,0.000506282,0.0860651,-0.482698,1,10m33.055s
160,78.5,-100,2,132,36,0.1,0.0348539,0.279354,-0.482852,0,11m44.334s
2,30,-60,2,132,6,0.1,0.210189,1.6711,-0.483654,0,12m54.627s
160,150,-60,2,132,100,0.015,0.0074509,0.062529,-0.483665,1,41m14.902s
2,30,-100,3,752,18,0.05,0.719553,5.74198,-0.48382,0,59m17.240s
160,78.5,-60,2,752,50,0.005,0.0113015,0.15441,-0.484645,0,57m49.061s
2,78.5,-100,1,752,100,0.015,0.0105976,0.41609,-0.484765,0,74m42.177s
2,78.5,-20,2,132,50,0.0025,0.000536045,0.0370142,-0.48486,1,9m52.067s
160,78.5,-60,3,752,30,0.005,0.0735035,0.604223,-0.485118,0,57m13.152s
2,30,-100,2,752,30,0.05,0.610953,5.40169,-0.485521,0,61m26.185s
2,78.5,-20,2,132,6,0.0025,0.00324439,0.110057,-0.48641,1,9m20.238s
2,78.5,-20,1,132,6,0.001,0.000924566,0.110692,-0.486819,1,10m43.439s
160,78.5,-60,1,132,3,0.005,0.0659509,5.86712,-0.487213,0,12m34.555s
2,30,-20,1,752,6,0.001,0.00433312,0.091043,-0.487259,1,90m28.477s
2,78.5,-100,3,132,3,0.1,0.0627275,0.210762,-0.487554,0,10m35.546s
160,150,-100,3,132,36,0.05,0.0765571,0.218631,-0.488602,0,44m25.593s
2,30,-60,1,132,36,0.1,0.146846,1.7605,-0.489005,0,14m19.433s
160,150,-100,3,132,6,0.005,0.274698,9.38359,-0.489257,0,42m21.237s
2,30,-60,2,132,3,0.1,0.0543806,0.433395,-0.489842,0,13m37.318s
160,78.5,-100,2,132,18,0.1,0.0779466,0.465651,-0.489996,0,11m29.799s
2,78.5,-60,2,132,1,0.025,0.0246886,0.302204,-0.490806,0,10m32.693s
2,30,-20,1,752,1,0.001,0.00392025,0.11378,-0.491743,1,89m15.837s
2,78.5,-60,2,1692,36,0.0025,0.0485614,0.362941,-0.491838,0,271m28.430s
160,30,-100,1,752,100,0.05,0.476119,5.03762,-0.492508,0,80m7.113s
2,30,-100,2,1692,3,0.015,0.439457,0.709673,-0.49303,0,270m26.659s
2,150,-60,2,132,100,0.015,0.00217055,0.0427821,-0.493302,1,10m30.485s
160,78.5,-60,2,1692,100,0.0025,0.022421,0.270683,-0.494109,0,264m58.662s
2,78.5,-60,1,132,3,0.025,0.0160705,0.119238,-0.497617,1,12m39.842s
160,30,-100,3,752,18,0.05,2.89E+07,1.07E+08,-0.497766,0,59m48.496s
160,30,-100,2,1692,18,0.025,36.1582,172.967,-0.497859,0,272m48.923s
160,30,-20,3,752,30,0.005,0.306526,2.19036,-0.49917,0,52m20.524s
2,78.5,-100,1,752,50,0.015,0.00733109,0.119672,-0.499414,1,74m55.113s
2,30,-60,3,132,3,0.1,0.140612,0.742034,-0.499534,0,10m47.336s
2,78.5,-100,2,132,18,0.1,0.119415,1.14402,-0.500748,0,12m4.505s
160,78.5,-60,1,132,36,0.025,0.0121631,0.11924,-0.500851,1,12m22.500s
2,30,-100,2,752,18,0.05,0.52027,5.05511,-0.503357,0,60m55.645s
160,78.5,-100,2,132,30,0.1,0.04105,0.206915,-0.503754,0,11m19.903s
160,150,-20,2,132,30,0.001,0.000983252,0.118753,-0.504455,1,9m9.311s
160,30,-60,1,752,36,0.015,0.0448455,0.35918,-0.505578,0,64m5.219s
2,150,-60,3,132,18,0.015,0.0155444,0.138712,-0.506066,1,9m51.010s
160,30,-60,1,132,18,0.1,152.404,1174.54,-0.506429,0,17m46.178s
2,30,-60,2,752,3,0.015,0.212902,0.749937,-0.506752,0,59m14.582s
160,78.5,-20,2,132,36,0.0025,0.0017905,0.086132,-0.506782,1,9m26.741s
160,78.5,-100,3,752,36,0.015,0.130687,0.660565,-0.507256,0,57m53.561s
2,30,-60,1,132,50,0.1,0.107573,1.25236,-0.507427,0,14m31.810s
2,78.5,-20,2,132,30,0.0025,0.000645835,0.0261722,-0.508509,1,9m31.016s
2,30,-60,3,132,1,0.1,0.100484,0.299331,-0.508702,0,10m54.585s
160,150,-100,1,752,100,0.005,0.0173428,0.22257,-0.508993,0,111m31.785s
2,30,-100,1,752,100,0.05,0.406727,4.92667,-0.509349,0,75m0.224s
160,30,-60,1,1692,30,0.005,0.124162,0.552982,-0.510249,0,277m0.816s
2,30,-100,1,752,50,0.05,0.429568,5.03953,-0.510583,0,75m15.491s
160,150,-60,3,752,100,0.0025,0.0289645,0.335868,-0.510909,0,88m56.128s
160,78.5,-100,3,132,30,0.1,1.04E+07,5.99E+07,-0.511894,0,10m45.156s
160,78.5,-60,1,132,18,0.025,0.0100353,0.122341,-0.512673,1,12m21.548s
160,30,-60,1,752,30,0.015,0.0587847,0.430256,-0.51536,0,64m16.583s
2,30,-100,3,752,6,0.05,0.610058,3.82691,-0.515375,0,57m40.025s
2,30,-60,1,752,3,0.015,0.198338,0.783916,-0.517153,0,66m18.205s
2,78.5,-20,2,132,3,0.0025,0.00298402,0.103577,-0.518554,1,9m14.356s
2,78.5,-60,1,132,6,0.025,0.0139787,0.119944,-0.51899,1,12m26.795s
2,150,-60,2,132,30,0.015,0.00473625,0.060162,-0.519192,1,10m16.304s
2,78.5,-60,3,752,30,0.005,0.0346086,0.210582,-0.51946,0,55m15.080s
160,78.5,-20,3,132,100,0.005,0.00204664,0.0669526,-0.519972,1,11m38.973s
160,150,-20,2,132,36,0.001,0.0019446,0.180204,-0.520051,0,9m7.648s
2,30,-60,1,132,30,0.1,0.111355,1.26602,-0.520103,0,14m20.526s
2,78.5,-100,3,752,6,0.005,0.248382,1.4345,-0.520151,0,57m56.126s
2,30,-100,1,752,36,0.05,0.384522,4.45528,-0.520834,0,74m56.975s
2,78.5,-100,2,132,6,0.1,0.0444461,0.240945,-0.520939,0,12m10.650s
2,150,-60,2,132,36,0.015,0.00130181,0.0433725,-0.521414,1,10m17.189s
2,30,-100,2,752,6,0.05,0.353711,3.13756,-0.52213,0,61m20.997s
160,30,-100,1,752,50,0.05,0.254387,1.99664,-0.524005,0,79m5.711s
2,78.5,-100,1,132,100,0.1,0.0823996,1.28535,-0.524447,0,14m43.538s
160,150,-60,3,132,18,0.015,0.0341017,0.390436,-0.525227,0,38m30.226s
160,78.5,-60,1,752,100,0.005,0.0230484,0.248014,-0.525249,0,63m36.265s
160,150,-100,2,1692,100,0.0025,0.0407671,0.435073,-0.525932,0,298m22.444s
2,30,-60,1,132,18,0.1,0.0951395,1.10162,-0.526231,0,13m59.127s
2,30,-20,3,132,100,0.015,0.0099079,0.24625,-0.526658,0,38m48.248s
160,30,-60,1,752,18,0.015,0.0742426,0.508949,-0.527031,0,64m1.868s
2,30,-100,1,752,30,0.05,0.347287,5.19649,-0.528687,0,75m57.550s
160,78.5,-100,2,752,36,0.015,0.0767536,0.57858,-0.529138,0,61m21.192s
2,150,-20,1,132,30,0.001,0.00071506,0.121982,-0.529924,1,10m37.774s
160,78.5,-60,2,1692,50,0.001,0.183737,2.07846,-0.53036,0,264m26.725s
2,150,-20,3,132,6,0.001,0.00371485,0.360021,-0.530551,0,13m49.192s
160,78.5,-20,3,132,50,0.005,0.00333642,0.0803686,-0.530699,1,12m13.389s
160,150,-20,1,132,30,0.001,0.000539175,0.106901,-0.531021,1,9m56.778s
2,150,-20,2,132,50,0.001,0.000451487,0.0469681,-0.532018,1,9m51.862s
2,150,-20,1,132,50,0.001,0.000506745,0.0631096,-0.53353,1,10m28.325s
160,30,-20,3,132,3,0.015,0.0572528,0.522213,-0.533686,0,9m2.177s
160,150,-20,2,132,100,0.001,0.00108606,0.0871239,-0.533702,1,9m41.203s
2,78.5,-100,1,752,18,0.015,0.00842679,0.129538,-0.533986,1,75m1.159s
160,150,-60,2,132,36,0.015,0.0167357,0.175623,-0.534829,0,39m12.497s
2,78.5,-100,1,752,36,0.015,0.029491,0.311865,-0.534955,0,74m50.606s
160,30,-60,2,1692,18,0.015,6.46221,58.5257,-0.535952,0,271m46.146s
2,78.5,-60,2,1692,30,0.0025,0.0493716,0.443574,-0.535977,0,270m53.455s
160,78.5,-100,1,1692,50,0.0025,0.217611,2.05285,-0.536155,0,301m5.664s
2,150,-60,3,132,30,0.015,0.00291525,0.052378,-0.536299,1,9m34.847s
160,150,-60,3,752,36,0.0025,0.0471893,0.527017,-0.536575,0,87m19.511s
160,30,-100,1,1692,30,0.015,0.661855,1.15952,-0.536631,0,304m0.671s
160,78.5,-100,3,752,30,0.015,0.161141,0.609084,-0.537533,0,58m35.981s
160,30,-20,3,132,100,0.001,0.740849,18.6465,-0.538223,0,8m52.982s
160,30,-100,2,752,18,0.05,0.411089,0.95245,-0.538288,0,64m5.177s
2,30,-60,1,132,6,0.1,0.0848179,1.2165,-0.538742,0,14m10.352s
2,30,-100,1,752,18,0.05,0.301536,4.29414,-0.539026,0,74m50.318s
2,150,-20,3,132,100,0.001,0.000352848,0.0261066,-0.539358,1,13m10.413s
160,78.5,-20,2,132,6,0.0025,0.00824293,0.416737,-0.539558,0,10m24.984s
2,30,-60,3,752,1,0.015,0.160628,0.411685,-0.539602,0,57m12.037s
160,150,-60,2,1692,100,0.001,0.00917962,0.146098,-0.539802,1,299m24.837s
2,30,-60,1,132,3,0.1,0.0592084,0.793774,-0.540743,0,13m55.346s
160,150,-20,3,132,50,0.001,0.00196237,0.126202,-0.541683,1,8m56.031s
160,150,-20,2,132,50,0.001,0.00139193,0.130755,-0.542408,1,9m13.179s
2,30,-100,2,752,3,0.05,0.281965,1.27749,-0.542701,0,61m7.716s
2,30,-100,1,1692,3,0.015,0.355781,0.678604,-0.543337,0,301m40.949s
160,78.5,-100,1,752,100,0.015,0.0086843,0.130275,-0.543424,1,74m38.380s
2,78.5,-100,2,132,3,0.1,0.0485003,0.18262,-0.543432,0,13m15.943s
2,30,-100,3,1692,50,0.025,0.519617,5.92458,-0.544711,0,263m21.186s
2,30,-100,2,1692,100,0.025,0.331105,4.09286,-0.547283,0,271m46.440s
160,30,-20,3,752,36,0.005,0.302304,2.65841,-0.547315,0,52m52.441s
2,30,-60,2,132,1,0.1,0.0932808,0.360823,-0.547372,0,12m59.812s
2,30,-100,3,752,3,0.05,0.540202,2.51031,-0.549296,0,57m48.781s
2,78.5,-60,1,752,100,0.005,0.00122312,0.0698255,-0.549484,1,64m8.999s
160,78.5,-100,1,752,50,0.015,0.0375509,0.401967,-0.54952,0,74m54.188s
160,150,-100,2,132,6,0.005,0.255524,9.29539,-0.549958,0,42m51.698s
2,78.5,-20,2,132,36,0.0025,0.000395961,0.0300838,-0.550115,1,9m37.305s
2,30,-100,3,1692,36,0.025,0.551873,5.58503,-0.550268,0,262m44.758s
2,30,-100,2,1692,50,0.025,0.413588,5.26798,-0.55051,0,270m47.853s
2,78.5,-60,2,1692,50,0.0025,0.0673466,0.416026,-0.550666,0,271m16.249s
2,30,-100,2,1692,36,0.025,0.407094,4.9629,-0.551377,0,270m21.787s
2,78.5,-100,1,132,50,0.1,0.114484,1.73445,-0.551598,0,14m54.823s
160,150,-100,1,132,6,0.0025,0.0340591,10.5794,-0.552097,0,40m40.574s
160,30,-100,1,752,36,0.05,0.295968,1.71764,-0.553207,0,78m49.655s
2,150,-60,2,132,50,0.015,0.00351238,0.0551309,-0.553252,1,10m20.887s
2,150,-20,3,132,30,0.001,0.000580432,0.0802215,-0.554116,1,14m0.417s
2,78.5,-60,3,1692,18,0.0025,0.0421859,0.385478,-0.55466,0,256m26.757s
2,30,-100,3,1692,30,0.025,0.51149,5.15268,-0.555479,0,262m7.390s
160,78.5,-100,1,132,36,0.1,0.0228297,0.184827,-0.556146,0,15m55.258s
160,78.5,-60,3,132,100,0.05,0.0416922,0.560366,-0.556434,0,10m34.766s
2,78.5,-60,3,1692,36,0.0025,0.0476313,0.322588,-0.557162,0,265m30.398s
160,78.5,-60,1,752,50,0.005,0.0091755,0.143938,-0.557163,1,63m44.286s
2,150,-60,3,752,50,0.0025,0.0263275,0.329044,-0.55841,0,55m15.812s
160,150,-60,2,132,30,0.015,0.00991511,0.131133,-0.558543,1,40m54.062s
160,150,-20,1,132,100,0.001,0.000577425,0.0765994,-0.559455,1,10m8.206s
2,78.5,-100,1,752,30,0.015,0.0414184,0.367147,-0.559781,0,74m43.832s
2,30,-100,1,752,6,0.05,0.258835,3.17702,-0.559839,0,75m26.542s
160,150,-100,2,132,30,0.05,0.0680408,0.270147,-0.561878,0,40m1.244s
2,30,-100,2,1692,30,0.025,0.471499,5.1323,-0.562084,0,269m54.194s
2,30,-100,3,1692,18,0.025,0.408056,4.3498,-0.562101,0,262m36.136s
2,150,-60,2,752,30,0.0025,0.00603552,0.105896,-0.56244,1,57m9.979s
2,78.5,-20,3,752,18,0.001,0.00672638,0.103221,-0.564067,1,53m31.912s
2,78.5,-60,1,752,36,0.005,0.0473,0.356855,-0.564221,0,63m30.949s
2,30,-60,1,1692,3,0.005,0.146502,0.661335,-0.565179,0,278m59.014s
160,78.5,-60,1,132,30,0.025,0.0111242,0.117699,-0.565811,1,12m37.292s
2,150,-60,3,752,36,0.0025,0.024353,0.472939,-0.567254,0,55m16.543s
160,78.5,-20,2,132,36,0.005,0.00305958,0.0850816,-0.567302,1,9m28.518s
2,78.5,-20,3,132,1,0.0025,0.00889268,0.379563,-0.568114,0,9m13.538s
2,78.5,-60,1,752,50,0.005,0.0142918,0.19737,-0.56866,0,64m0.965s
2,78.5,-100,1,132,30,0.1,0.0890379,1.40309,-0.569109,0,14m45.927s
2,78.5,-100,1,132,36,0.1,0.0691401,1.12697,-0.569343,0,14m37.662s
160,78.5,-100,1,132,50,0.1,0.0370824,0.371644,-0.57045,0,15m59.372s
2,30,-20,3,1692,6,0.001,0.0374778,0.199928,-0.57095,0,286m8.442s
160,30,-60,3,752,18,0.025,48.4537,243.508,-0.571602,0,64m41.087s
160,150,-20,3,132,18,0.001,0.00463241,0.402266,-0.572241,0,9m1.540s
2,150,-20,1,132,36,0.001,0.000389464,0.166483,-0.574988,0,10m34.385s
160,78.5,-60,3,1692,36,0.0025,0.129017,0.515309,-0.575065,0,259m9.083s
160,78.5,-100,1,132,100,0.1,0.074187,0.948291,-0.576424,0,14m56.140s
160,150,-100,3,132,50,0.05,0.0560945,0.218243,-0.576483,0,42m2.709s
160,30,-60,2,752,50,0.025,0.169238,1.15579,-0.57753,0,58m18.838s
160,150,-60,1,752,50,0.001,0.0380542,1.58475,-0.5777,0,101m25.323s
2,78.5,-60,2,1692,18,0.0025,0.0563533,0.495518,-0.577938,0,270m34.113s
160,78.5,-60,3,132,18,0.05,0.0185345,0.145345,-0.580855,1,10m50.503s
160,78.5,-60,3,132,50,0.05,0.0137005,0.166578,-0.58225,0,10m13.205s
160,78.5,-100,2,1692,36,0.005,0.194852,0.987653,-0.582788,0,270m29.263s
2,78.5,-60,3,1692,50,0.0025,0.0796328,0.454112,-0.583976,0,263m16.463s
2,30,-100,2,1692,18,0.025,0.289833,3.9521,-0.584719,0,269m38.813s
2,78.5,-60,1,752,18,0.005,0.0138608,0.165153,-0.584772,0,64m0.071s
160,150,-20,1,132,50,0.001,0.00103754,0.132965,-0.586046,1,10m20.035s
160,30,-100,1,752,30,0.05,0.256181,1.33729,-0.586289,0,76m14.104s
2,150,-60,3,132,6,0.015,0.0226906,0.433213,-0.586833,0,9m57.508s
160,78.5,-60,3,132,30,0.05,0.0240112,0.139034,-0.58697,1,11m9.439s
160,30,-60,2,752,36,0.025,0.169773,0.874777,-0.587414,0,57m52.856s
2,78.5,-100,1,132,18,0.1,0.0280422,0.426217,-0.58763,0,15m2.995s
160,150,-100,2,132,100,0.05,0.0518113,0.305331,-0.587685,0,38m56.433s
160,78.5,-20,3,132,18,0.005,0.00576923,0.126049,-0.587858,1,11m24.566s
2,30,-20,3,1692,36,0.001,0.0160895,0.192515,-0.588376,0,288m21.549s
2,30,-20,3,132,36,0.015,0.00724575,0.197378,-0.5906,0,39m43.053s
2,30,-60,3,752,100,0.025,0.158011,1.72678,-0.590893,0,57m32.297s
2,30,-100,1,1692,100,0.025,0.279532,4.4207,-0.591095,0,301m21.384s
2,78.5,-60,1,752,6,0.0025,0.0776215,1.39346,-0.591111,0,63m59.411s
2,30,-100,3,752,1,0.05,0.795827,1.33629,-0.59303,0,57m48.045s
160,78.5,-60,3,132,36,0.05,0.0168636,0.144484,-0.593239,1,10m55.427s
160,30,-20,1,1692,50,0.001,0.0194571,0.215606,-0.594629,0,256m6.916s
160,78.5,-60,2,752,30,0.005,0.0681982,0.564715,-0.594845,0,57m39.838s
2,30,-20,2,1692,36,0.001,0.00653323,0.156921,-0.596428,0,289m22.176s
2,30,-100,1,752,3,0.05,0.244172,1.31676,-0.596623,0,74m52.660s
2,30,-60,1,752,1,0.015,0.0864243,0.383027,-0.596639,0,66m7.808s
2,78.5,-60,1,752,30,0.005,0.0258412,0.232083,-0.597058,0,63m36.860s
2,78.5,-60,3,132,100,0.05,0.0528334,0.636535,-0.597624,0,13m38.162s
160,150,-100,2,132,50,0.05,0.0349865,0.17039,-0.598642,0,35m45.440s
160,150,-100,3,132,18,0.05,0.0713935,0.389265,-0.598831,0,45m26.485s
2,78.5,-20,1,132,100,0.0025,0.000379571,0.0764696,-0.600089,1,10m2.564s
160,78.5,-100,3,132,18,0.015,1.44E+10,7.84E+08,-0.600846,0,10m46.792s
2,30,-20,2,132,36,0.015,0.00554115,0.169928,-0.604739,0,38m46.909s
160,78.5,-100,3,132,18,0.1,6.49E+07,1.79E+08,-0.606672,0,10m16.990s
160,30,-100,1,1692,100,0.025,0.178191,2.10707,-0.607469,0,302m6.658s
2,30,-100,2,1692,6,0.025,0.198221,0.916871,-0.607491,0,271m13.355s
160,78.5,-100,1,132,3,0.025,0.147592,4.64957,-0.607718,0,15m6.106s
160,78.5,-60,3,752,18,0.0025,0.192663,4.33448,-0.607782,0,57m0.391s
160,150,-100,1,752,36,0.005,0.0303423,0.514161,-0.609685,0,109m42.766s
160,78.5,-20,1,132,50,0.0025,0.00102835,0.0629541,-0.609696,1,10m21.611s
2,30,-100,1,1692,50,0.025,0.31546,5.15058,-0.610289,0,300m59.255s
160,78.5,-20,3,752,100,0.001,0.0071753,0.136537,-0.610953,1,57m55.195s
160,78.5,-100,1,752,36,0.015,0.0464512,0.448439,-0.61108,0,74m32.186s
2,30,-100,1,1692,36,0.025,0.287819,3.93712,-0.611306,0,301m46.294s
2,30,-60,2,752,1,0.015,0.145605,0.457515,-0.611711,0,59m48.845s
2,30,-20,3,1692,100,0.001,0.00609097,0.175592,-0.61199,0,287m22.163s
2,30,-100,1,1692,18,0.025,0.227759,4.19357,-0.61211,0,301m31.831s
2,150,-60,2,1692,100,0.001,0.0326594,0.41424,-0.612662,0,262m46.268s
2,150,-60,3,1692,30,0.001,0.0454326,0.507763,-0.613174,0,256m21.956s
2,78.5,-20,1,132,36,0.0025,0.000483738,0.0797997,-0.613561,1,10m23.708s
160,30,-20,3,132,50,0.0025,0.388598,11.4475,-0.614302,0,8m54.017s
160,78.5,-20,1,132,100,0.0025,0.000467975,0.0388766,-0.614334,1,10m9.867s
2,30,-100,3,1692,6,0.025,0.285837,1.44235,-0.614457,0,263m23.256s
2,78.5,-60,3,132,36,0.05,0.0322101,0.393491,-0.614895,0,12m48.386s
2,30,-20,3,1692,50,0.001,0.00661263,0.122114,-0.616336,1,288m51.904s
160,78.5,-60,2,132,36,0.05,0.0359205,0.263456,-0.616537,0,11m15.542s
2,78.5,-100,2,132,1,0.1,0.11682,0.529748,-0.617099,0,13m16.680s
2,30,-20,3,132,30,0.015,0.00705717,0.174772,-0.617347,0,38m52.527s
2,30,-20,3,132,50,0.015,0.0109576,0.240713,-0.617952,0,37m52.164s
2,78.5,-100,3,132,1,0.1,0.099882,0.401922,-0.620303,0,10m48.128s
160,30,-20,2,132,3,0.015,0.0502788,0.4755,-0.621119,0,9m15.136s
160,78.5,-100,2,752,30,0.015,0.147397,0.490192,-0.621794,0,61m49.907s
2,150,-20,1,132,18,0.001,0.0014796,0.149789,-0.622051,1,10m2.138s
2,30,-100,1,1692,30,0.025,0.249699,4.02577,-0.62262,0,302m5.220s
2,30,-20,2,132,50,0.015,0.00329858,0.101019,-0.623654,1,40m21.683s
2,78.5,-60,3,132,30,0.05,0.0328009,0.350901,-0.624148,0,12m24.892s
2,78.5,-60,3,132,50,0.05,0.0460906,0.554761,-0.624867,0,13m8.358s
160,30,-100,1,752,18,0.05,0.279102,1.41707,-0.625445,0,75m23.737s
160,150,-100,1,752,50,0.0025,0.0581788,1.62479,-0.625619,0,110m27.544s
160,30,-100,3,1692,30,0.025,0.750064,1.0989,-0.626035,0,261m42.891s
160,78.5,-20,3,132,36,0.005,0.00460087,0.0843745,-0.626267,1,12m9.782s
2,150,-60,3,752,18,0.0025,0.067668,0.541581,-0.626275,0,55m11.137s
160,150,-100,2,132,36,0.05,0.0512002,0.207043,-0.626605,0,37m28.284s
2,30,-20,2,1692,100,0.001,0.0068143,0.655216,-0.626702,0,288m25.027s
2,78.5,-60,3,132,3,0.05,0.0664152,0.201999,-0.626815,0,12m22.889s
160,30,-100,1,1692,50,0.025,0.165484,1.60642,-0.628945,0,301m59.055s
2,30,-100,2,752,1,0.05,0.369208,0.688274,-0.629059,0,60m59.168s
2,30,-20,2,1692,30,0.001,0.0060363,0.104854,-0.630216,1,286m1.014s
2,30,-20,3,752,100,0.0025,0.00335376,0.133638,-0.630953,1,83m8.328s
2,150,-60,2,132,6,0.015,0.023769,0.46245,-0.631008,0,10m14.671s
160,30,-60,2,752,30,0.025,0.1297,0.603987,-0.631701,0,57m59.399s
2,30,-20,2,132,100,0.015,0.00347184,0.101557,-0.633356,1,39m24.248s
2,30,-60,2,752,100,0.025,0.0874803,1.25794,-0.634101,0,58m47.266s
160,150,-60,3,132,100,0.015,0.00972153,0.068955,-0.634253,1,38m59.697s
2,150,-20,2,132,18,0.001,0.00169319,0.1384,-0.634653,1,9m54.033s
2,30,-20,3,752,50,0.0025,0.00524118,0.155272,-0.63549,0,82m21.017s
160,78.5,-20,2,132,100,0.005,0.000778768,0.032132,-0.637244,1,9m34.697s
2,30,-20,3,1692,18,0.001,0.037315,0.269446,-0.638132,0,286m33.926s
2,150,-60,2,132,18,0.015,0.0144108,0.135897,-0.63878,1,10m16.397s
